,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Puerto Santander,CO,8.3636,-72.4063,78.21,95,97,2.39,overcast clouds
347,Husavik,IS,66.0449,-17.3389,45.01,98,100,9.75,overcast clouds
348,Saint-Augustin,CA,51.226,-58.6502,51.3,74,100,8.55,overcast clouds
349,Port Macquarie,AU,-31.4333,152.9167,61.9,66,80,12.15,broken clouds
350,Nador,MA,35.174,-2.9287,57.45,88,20,3.44,few clouds
351,Kurumkan,RU,54.3,110.3,40.5,58,89,6.8,light rain
352,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,65.86,81,23,3.51,few clouds
353,Pangkalanbuun,ID,-2.6833,111.6167,87.58,68,97,1.59,moderate rain
354,Vila Velha,BR,-20.3297,-40.2925,66.15,93,75,3.44,broken clouds
355,Timmins,CA,48.4669,-81.3331,51.62,76,75,8.05,broken clouds
356,Wakkanai,JP,45.4094,141.6739,69.78,73,75,23.02,broken clouds
357,Planadas,CO,3.197,-75.6451,66.31,92,99,2.8,overcast clouds
358,Noumea,NC,-22.2763,166.4572,76.98,67,91,11.14,overcast clouds
359,Sabang,ID,5.8933,95.3214,81.46,78,91,14.81,overcast clouds
360,Udachnyy,RU,66.4167,112.4,26.46,79,93,8.32,overcast clouds
361,Airai,TL,-8.9266,125.4092,70.52,75,97,1.36,overcast clouds
362,Umea,SE,63.8284,20.2597,40.91,100,20,3.44,fog
363,Tuatapere,NZ,-46.1333,167.6833,47.12,71,2,5.82,clear sky
364,Fuerte,PH,17.5381,120.3644,84.94,72,3,5.86,clear sky
365,Touros,BR,-5.1989,-35.4608,73.54,88,88,13.56,overcast clouds
366,Shchigry,RU,51.8755,36.9043,57.02,89,77,7.76,broken clouds
367,Mangai,CD,-4.05,19.5333,73.56,87,28,1.12,scattered clouds
368,Caravelas,BR,-17.7125,-39.2481,70.05,84,100,10.63,overcast clouds
369,Latung,PH,5.5,120.8833,84.43,67,92,4.63,overcast clouds
370,Simpang,ID,-1.2667,104.0833,89.83,56,94,5.59,light rain
371,Asyut,EG,27.181,31.1837,89.67,27,0,9.06,clear sky
372,Koslan,RU,63.4564,48.8989,41.4,98,100,8.43,light rain
373,Nanzhou,CN,29.3596,112.4024,102.33,28,39,16.67,scattered clouds
374,Cervo,ES,43.6702,-7.4101,58.95,84,69,9.44,broken clouds
375,Filadelfia,US,39.9523,-75.1638,58.1,89,75,16.11,heavy intensity rain
376,Cockburn Town,TC,21.4612,-71.1419,82.42,72,14,16.82,few clouds
377,Berlevag,NO,70.8578,29.0864,40.95,75,100,10.36,overcast clouds
378,Cascais,PT,38.6979,-9.4215,61.5,93,69,23.0,broken clouds
379,Lerwick,GB,60.1545,-1.1494,51.8,82,62,21.27,broken clouds
380,Isangel,VU,-19.55,169.2667,78.22,83,14,11.65,few clouds
381,Margate,GB,51.3813,1.3862,55.31,95,96,4.0,overcast clouds
382,Wuda,CN,39.4994,106.7117,80.42,34,0,13.22,clear sky
383,Huarmey,PE,-10.0681,-78.1522,61.95,86,96,8.52,overcast clouds
384,Lazaro Cardenas,MX,17.9583,-102.2,78.17,86,43,3.6,scattered clouds
385,Manggar,ID,-2.8833,108.2667,84.94,66,49,4.23,scattered clouds
386,Dong Hoi,VN,17.4833,106.6,81.05,83,100,3.8,moderate rain
387,Lovozero,RU,68.005,35.0117,34.97,99,100,1.43,light snow
388,Boyolangu,ID,-8.1181,111.8935,81.81,78,91,8.72,light rain
389,Thompson,CA,55.7435,-97.8558,28.56,93,20,0.0,few clouds
390,Kaliganj,BD,23.4095,89.1402,91.6,59,89,6.4,overcast clouds
391,Betare Oya,CM,5.6,14.0833,67.53,95,61,2.15,broken clouds
392,Olinda,BR,-8.0089,-34.8553,76.73,73,40,12.66,scattered clouds
393,Viedma,AR,-40.8135,-62.9967,57.13,67,100,2.39,overcast clouds
394,Kota Kinabalu,MY,5.9749,116.0724,91.38,70,20,4.61,few clouds
395,Nipawin,CA,53.3668,-104.0009,44.64,93,75,8.05,broken clouds
396,Isla Aguada,MX,18.7833,-91.4667,78.89,70,80,8.19,broken clouds
397,Arica,CL,-18.475,-70.3042,57.02,82,66,2.68,broken clouds
398,Asosa,ET,10.0667,34.5333,66.88,81,90,4.25,overcast clouds
399,Half Moon Bay,US,37.4636,-122.4286,65.98,87,100,5.75,mist
400,Wuchi,CN,29.3786,103.023,65.46,82,92,4.32,overcast clouds
401,Sioux Lookout,CA,50.1001,-91.917,46.89,88,99,7.34,overcast clouds
402,Doha,QA,25.2867,51.5333,87.78,66,0,6.91,clear sky
403,Cizre,TR,37.3272,42.1903,87.24,15,0,2.82,clear sky
404,Dalbandin,PK,28.8947,64.4101,88.9,8,0,2.08,clear sky
405,Pundaguitan,PH,6.3711,126.1689,83.89,71,59,9.4,broken clouds
406,Vardo,NO,70.3705,31.1107,42.78,81,75,11.5,broken clouds
407,Palapye,BW,-22.546,27.1251,74.35,31,0,11.23,clear sky
408,Ishigaki,JP,24.3448,124.1572,82.67,77,39,12.33,scattered clouds
409,Devonport,AU,-41.1667,146.35,57.02,52,1,5.88,clear sky
410,Brzeg Dolny,PL,51.273,16.7082,45.99,94,24,6.04,few clouds
411,Dalhousie,IN,32.5333,75.9833,67.32,48,0,4.36,clear sky
412,Wad Rawah,SD,15.1603,33.1397,85.77,51,78,11.41,broken clouds
413,Melito Di Porto Salvo,IT,37.9222,15.7714,75.22,76,61,5.99,broken clouds
414,Yatou,CN,37.15,122.3833,73.06,55,95,11.25,overcast clouds
415,Erzin,TR,36.9559,36.2,82.6,48,0,4.68,clear sky
416,Pangai,TO,-19.8,-174.35,76.71,64,52,16.37,broken clouds
417,Nizwa,OM,22.9333,57.5333,88.52,33,1,4.41,clear sky
418,Piacabucu,BR,-10.4056,-36.4344,71.55,80,42,4.94,scattered clouds
419,Maceio,BR,-9.6658,-35.7353,71.04,94,40,2.3,scattered clouds
420,Okhotsk,RU,59.3833,143.3,40.03,72,100,14.07,overcast clouds
421,Ossora,RU,59.2353,163.0719,43.75,74,100,2.15,overcast clouds
422,Gerash,IR,27.6652,54.1371,85.15,24,0,2.08,clear sky
423,Coos Bay,US,43.3665,-124.2179,56.98,99,0,5.68,clear sky
424,Erenhot,CN,43.6475,111.9767,83.88,21,16,18.99,few clouds
425,Rawson,AR,-43.3002,-65.1023,54.23,61,18,6.35,few clouds
426,Mount Gambier,AU,-37.8333,140.7667,60.19,68,15,7.78,few clouds
427,Bambanglipuro,ID,-7.95,110.2833,81.14,79,93,12.37,overcast clouds
428,Banda Aceh,ID,5.5577,95.3222,84.54,68,98,10.89,overcast clouds
429,Jalapa,MX,19.5333,-96.9167,54.52,83,23,5.3,few clouds
430,Tuy Hoa,VN,13.0833,109.3,84.02,71,100,3.29,overcast clouds
431,Palu,ID,-0.8917,119.8707,89.35,60,35,4.18,scattered clouds
432,Oranjestad,AW,12.524,-70.027,83.01,69,98,8.28,overcast clouds
433,Arlit,NE,18.7369,7.3853,86.29,37,42,7.61,scattered clouds
434,Fort Morgan,US,40.2503,-103.8,56.05,94,40,4.61,scattered clouds
435,Tezu,IN,27.9167,96.1667,92.43,45,33,3.74,scattered clouds
436,Ipira,BR,-12.1583,-39.7372,66.25,94,34,3.27,scattered clouds
437,Fonte Boa,BR,-2.4959,-66.2662,71.92,97,81,5.06,broken clouds
438,Anadyr,RU,64.75,177.4833,33.01,74,100,10.31,overcast clouds
439,Santo Tomas,PH,14.1079,121.1414,89.56,60,35,9.33,heavy intensity rain
440,Krasnyy Yar,RU,46.5331,48.3456,67.93,46,70,6.73,broken clouds
441,Buchanan,LR,5.8808,-10.0467,75.07,90,100,3.67,light rain
442,Prince Rupert,CA,54.3161,-130.3201,56.19,92,97,4.63,overcast clouds
443,Alta Floresta,BR,-9.8756,-56.0861,77.41,56,95,4.61,overcast clouds
444,Waitati,NZ,-45.75,170.5667,51.8,65,1,2.8,clear sky
445,Chuguyevka,RU,44.1653,133.8633,59.63,86,95,5.1,overcast clouds
446,Beringovskiy,RU,63.05,179.3167,40.19,84,100,33.51,overcast clouds
447,Verkhnyaya Inta,RU,65.9811,60.3094,36.61,47,100,5.37,overcast clouds
448,Ust-Kut,RU,56.7938,105.7672,32.54,76,100,7.43,light snow
449,Keuruu,FI,62.2667,24.7,40.8,95,25,2.71,scattered clouds
450,Codrington,AU,-38.2667,141.9667,58.23,75,8,12.5,clear sky
451,Port Hardy,CA,50.6996,-127.4199,54.09,90,94,1.63,overcast clouds
452,Turayf,SA,31.6725,38.6637,78.3,32,0,11.18,clear sky
453,Wencheng,CN,33.0559,113.7978,99.61,30,69,16.22,broken clouds
454,Qaqortoq,GL,60.7167,-46.0333,39.63,93,100,3.98,overcast clouds
455,Churapcha,RU,62.0025,132.4325,30.45,62,99,8.75,overcast clouds
456,Whitman,US,46.9166,-117.4844,54.86,68,1,3.69,clear sky
457,Ulaangom,MN,49.9811,92.0667,35.42,20,99,9.4,overcast clouds
458,Gao,ML,16.6362,1.637,83.93,52,55,10.02,broken clouds
459,Sorland,NO,67.667,12.6934,46.26,59,40,16.02,scattered clouds
460,Wajid,SO,3.8093,43.2471,80.83,49,2,18.95,clear sky
461,Kulhudhuffushi,MV,6.6221,73.07,81.16,77,100,22.53,overcast clouds
462,Havre-Saint-Pierre,CA,50.2334,-63.5986,49.23,83,98,9.84,overcast clouds
463,Ampanihy,MG,-24.7,44.75,83.79,25,0,5.73,clear sky
464,Marsh Harbour,BS,26.5412,-77.0636,80.83,75,80,8.37,broken clouds
465,Sao Filipe,CV,14.8961,-24.4956,78.98,83,20,8.21,few clouds
466,Jinxiang,CN,27.4327,120.6062,83.66,69,1,8.86,clear sky
467,Valley City,US,46.9233,-98.0032,57.72,94,0,5.75,clear sky
468,Huangnihe,CN,43.5583,128.0239,66.16,70,89,8.99,overcast clouds
469,Danjiangkou,CN,32.5428,111.5086,86.09,44,89,5.55,overcast clouds
470,Multan,PK,30.1956,71.4753,89.49,48,0,6.91,smoke
471,Fairbanks,US,64.8378,-147.7164,45.99,79,83,3.53,broken clouds
472,Eureka,US,40.8021,-124.1637,57.67,85,15,1.57,few clouds
473,Atlantic City,US,39.3643,-74.4229,64.0,91,100,18.41,light rain
474,Henderson,US,36.0397,-114.9819,84.15,24,0,11.5,clear sky
475,Pokhara,NP,28.2333,83.9833,82.11,61,13,5.46,few clouds
476,Rocha,UY,-34.4833,-54.3333,47.93,93,46,2.68,scattered clouds
477,Pringsewu,ID,-5.3582,104.9744,89.98,55,69,4.21,broken clouds
478,Novikovo,RU,51.1537,37.8879,62.92,84,49,8.03,scattered clouds
479,Talnakh,RU,69.4865,88.3972,29.21,87,100,6.93,light snow
480,Asifabad,IN,19.3667,79.2833,86.79,61,54,9.06,broken clouds
481,Villamontes,BO,-21.25,-63.5,61.41,67,2,3.58,clear sky
482,Nola,IT,40.922,14.5329,74.37,84,64,0.74,broken clouds
483,Whitehorse,CA,60.7161,-135.0538,47.8,91,100,9.22,overcast clouds
484,Naze,JP,28.3667,129.4833,78.12,62,1,8.39,clear sky
485,Linxia,CN,35.6003,103.2064,75.22,38,14,3.94,few clouds
486,Tambovka,RU,50.0969,128.0489,52.77,36,4,1.57,clear sky
487,Colwyn Bay,GB,53.2948,-3.7267,54.95,3,47,7.0,scattered clouds
488,Luanda,AO,-8.8368,13.2343,75.2,83,75,6.91,broken clouds
489,Galle,LK,6.0367,80.217,81.81,80,92,18.77,overcast clouds
490,Port Shepstone,ZA,-30.7414,30.455,69.22,83,99,24.63,light rain
491,Lorengau,PG,-2.0226,147.2712,83.93,66,68,7.83,broken clouds
492,Nemuro,JP,43.3236,145.575,67.44,86,56,22.77,broken clouds
493,Wanxian,CN,30.8039,108.3897,92.82,49,53,2.89,broken clouds
494,Ucluelet,CA,48.9329,-125.5528,56.5,88,24,2.26,few clouds
495,Goshogawara,JP,40.8044,140.4414,80.92,70,7,6.38,clear sky
496,Kondinskoye,RU,59.6481,67.41,36.48,49,16,7.63,few clouds
497,Uige,AO,-7.6087,15.0613,67.8,94,87,1.54,light rain
498,Sawakin,SD,19.1059,37.3321,90.0,44,0,8.34,clear sky
499,Kabalo,CD,-6.05,26.9167,74.79,75,93,1.32,overcast clouds
500,Rodrigues Alves,BR,-7.738,-72.6509,67.37,99,86,2.66,overcast clouds
501,Manhuacu,BR,-20.2581,-42.0336,61.93,89,100,1.81,overcast clouds
502,Qandala,SO,11.472,49.8728,87.93,62,50,5.88,scattered clouds
503,Progreso,MX,21.2833,-89.6667,71.11,59,87,4.79,overcast clouds
504,Boddam,GB,57.4667,-1.7833,46.78,74,44,12.26,scattered clouds
505,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,72.34,96,100,2.19,overcast clouds
506,Nea Artaki,GR,38.5167,23.6333,82.92,44,21,2.06,few clouds
507,Saint-Andre,RE,-20.95,55.65,76.44,71,55,14.97,broken clouds
508,Shingu,JP,33.7333,135.9833,78.93,60,2,6.82,clear sky
509,Beloha,MG,-25.1667,45.05,83.1,31,0,4.81,clear sky
510,Gazanjyk,TM,39.2446,55.5154,76.59,16,24,12.95,few clouds
511,Pandan,PH,14.0453,124.1694,84.24,76,99,8.59,overcast clouds
512,Batemans Bay,AU,-35.7167,150.1833,61.11,75,46,7.07,light rain
513,Havoysund,NO,70.9963,24.6622,41.23,68,9,10.71,clear sky
514,Shediac,CA,46.2198,-64.5411,49.35,79,95,9.31,overcast clouds
515,Jingdezhen,CN,29.2947,117.2079,101.71,28,1,5.03,clear sky
516,Plettenberg Bay,ZA,-34.0527,23.3716,59.99,72,67,5.86,broken clouds
517,La Palma,US,33.8464,-118.0467,70.07,81,100,5.75,overcast clouds
518,Kailua,US,21.4022,-157.7394,80.02,79,8,1.99,clear sky
519,Selma,US,36.5708,-119.6121,72.99,54,0,0.0,clear sky
520,Luwuk,ID,-0.9516,122.7875,88.39,57,17,4.76,few clouds
521,Reconquista,AR,-29.15,-59.65,54.61,87,0,5.57,clear sky
522,San Juan,AR,-31.5375,-68.5364,63.79,42,34,2.59,scattered clouds
523,Lompoc,US,34.6391,-120.4579,60.78,95,100,0.0,light intensity drizzle
524,Belaya Gora,RU,68.5333,146.4167,27.18,83,100,5.41,overcast clouds
525,Axim,GH,4.8699,-2.2405,74.7,92,82,8.08,light rain
526,Yarkovo,RU,57.4028,67.0786,36.64,48,10,5.59,clear sky
527,Loa Janan,ID,-0.583,117.095,87.31,64,100,3.13,overcast clouds
528,San Andres,CO,12.5847,-81.7006,81.68,79,100,12.91,overcast clouds
529,Sault Sainte Marie,CA,46.5168,-84.3333,50.29,93,0,0.0,clear sky
530,Taveta,KE,-3.3963,37.6736,69.6,73,99,5.82,overcast clouds
531,Kilbirnie,GB,55.7508,-4.6879,53.13,87,73,5.99,broken clouds
532,Yumen,CN,40.2833,97.2,65.01,24,24,14.61,few clouds
533,Porterville,US,36.0652,-119.0168,76.75,32,0,4.5,clear sky
534,Weligama,LK,5.9667,80.4167,82.04,82,87,16.62,overcast clouds
535,Igrim,RU,63.1906,64.4162,35.42,53,90,11.21,overcast clouds
536,Taltal,CL,-25.4,-70.4833,56.91,80,46,1.3,scattered clouds
537,Nenita,PH,12.4917,124.8044,83.7,81,34,7.87,scattered clouds
538,Ornskoldsvik,SE,63.2909,18.7153,41.95,100,100,5.75,light rain
539,Cruces,CU,22.3411,-80.2667,70.92,95,65,4.25,broken clouds
540,Norwalk,US,33.9022,-118.0817,69.89,80,100,5.75,overcast clouds
541,Mundo Nuevo,MX,18.7,-95.5,78.67,66,7,10.33,clear sky
542,Paka,MY,4.6374,103.4368,85.5,64,92,5.7,overcast clouds
543,Hualmay,PE,-11.0964,-77.6139,61.14,84,64,9.91,broken clouds
544,Vila Franca Do Campo,PT,37.7167,-25.4333,65.19,86,24,1.68,few clouds
545,Shubarkuduk,KZ,49.1447,56.4872,53.44,29,100,14.61,overcast clouds
546,Xining,CN,36.6167,101.7667,68.81,57,1,3.44,clear sky
547,Bandar-E Lengeh,IR,26.5579,54.8807,91.51,66,0,4.61,haze
548,Yar-Sale,RU,66.8333,70.8333,35.1,54,91,17.22,overcast clouds
549,Trairi,BR,-3.2778,-39.2689,77.63,82,89,12.77,overcast clouds
550,Saint-Francois,FR,46.4154,3.9054,47.68,93,100,10.36,mist
551,Misratah,LY,32.3754,15.0925,83.97,47,42,4.68,scattered clouds
552,Edson,CA,53.5835,-116.4356,49.05,88,32,2.53,scattered clouds
553,Merauke,ID,-8.4667,140.3333,82.33,80,99,15.93,overcast clouds
554,Payo,ID,-3.7508,103.6372,94.06,46,79,3.53,broken clouds
555,Te Anau,NZ,-45.4167,167.7167,49.8,66,1,4.41,clear sky
556,Kuching,MY,1.55,110.3333,89.82,66,40,10.36,scattered clouds
557,Yeppoon,AU,-23.1333,150.7333,78.58,64,94,13.06,overcast clouds
558,Coihaique,CL,-45.5752,-72.0662,35.31,97,84,5.97,broken clouds
559,Bestobe,KZ,52.4994,73.0975,37.13,48,9,3.36,clear sky
560,San Borja,BO,-14.8167,-66.85,67.39,79,83,3.62,broken clouds
561,Adrar,MR,20.5022,-10.0711,74.55,34,0,13.18,clear sky
562,Alihe,CN,50.5667,123.7167,52.79,38,19,8.34,few clouds
563,Snasa,NO,64.2457,12.3778,45.81,77,100,13.82,overcast clouds
564,Gamba,GA,-2.65,10.0,73.72,95,100,5.86,moderate rain
565,Ambulu,ID,-8.345,113.6058,83.21,77,93,8.46,overcast clouds
566,Sarakhs,IR,36.5449,61.1577,77.29,15,0,10.69,clear sky
567,Krabi,TH,8.0726,98.9105,80.6,85,99,9.04,overcast clouds
568,Minas,UY,-34.3759,-55.2377,47.16,93,28,1.19,scattered clouds
569,Bokoro,TD,12.3807,17.0568,82.56,63,15,5.17,few clouds
570,Linao,PH,7.1678,124.9675,86.58,71,75,2.55,light rain
571,Manga,BF,11.6636,-1.0731,72.63,93,97,3.6,overcast clouds
572,Bukama,CD,-9.2,25.85,80.22,54,48,1.97,scattered clouds
573,Saint Anthony,US,45.0205,-93.218,61.12,68,40,4.61,scattered clouds
574,Gushikawa,JP,26.3544,127.8686,87.03,71,100,8.05,overcast clouds
575,Le Mars,US,42.7942,-96.1656,62.85,48,0,10.36,clear sky
576,Hare Bay,CA,48.8499,-54.0148,47.19,76,8,7.92,clear sky
577,Zhigansk,RU,66.7697,123.3711,29.34,76,100,2.51,overcast clouds
578,Amboasary,MG,-25.0333,46.3833,82.04,38,0,5.41,clear sky
579,Nokaneng,BW,-19.6667,22.2667,76.44,21,0,7.56,clear sky
580,Porto Santo,PT,33.072,-16.3415,70.18,64,20,12.66,few clouds
581,Ankazoabo,MG,-22.2833,44.5167,86.68,26,0,2.48,clear sky
582,Kushima,JP,31.4583,131.2333,80.19,67,40,4.29,scattered clouds
583,Conakry,GN,9.538,-13.6773,76.1,83,97,1.52,overcast clouds
584,Majene,ID,-3.5403,118.9707,84.83,72,86,6.44,overcast clouds
585,Bulawayo,ZW,-20.15,28.5833,72.73,26,0,7.83,clear sky
586,Ullapool,GB,57.8987,-5.1604,52.36,88,86,17.67,overcast clouds
587,Swellendam,ZA,-34.0226,20.4417,58.51,75,100,2.57,overcast clouds
588,Pa Sang,TH,18.5262,98.9394,80.8,93,100,0.49,overcast clouds
589,Inhambane,MZ,-23.865,35.3833,76.28,65,4,7.18,clear sky
590,Otjimbingwe,NA,-22.35,16.1333,77.31,17,2,3.06,clear sky
591,Jiangyou,CN,31.7667,104.7167,72.39,81,96,3.31,overcast clouds
592,Karratha,AU,-20.7377,116.8463,80.22,47,2,15.99,clear sky
593,Alberton,CA,46.8168,-64.0654,52.81,78,23,13.44,few clouds
594,Morondava,MG,-20.2833,44.2833,76.66,58,0,2.1,clear sky
595,Gambo,CF,4.6482,22.2633,71.73,88,51,1.19,broken clouds
596,Usinsk,RU,65.9939,57.5281,35.01,78,100,18.5,overcast clouds
597,Oistins,BB,13.0667,-59.5333,82.49,83,40,12.66,scattered clouds
598,Barra Da Estiva,BR,-13.6261,-41.3269,63.99,83,98,6.06,overcast clouds
599,Kudahuvadhoo,MV,2.6708,72.8944,81.5,76,100,17.72,overcast clouds
600,Khuzhir,RU,53.1939,107.3397,39.33,53,78,19.24,broken clouds
601,Teya,RU,60.3778,92.6267,38.17,46,58,4.5,broken clouds
602,Curup,ID,-3.4667,102.5333,77.49,87,90,1.54,overcast clouds
603,Kirakira,SB,-10.4544,161.9205,82.51,74,24,5.14,few clouds
604,Westport,US,41.1415,-73.3579,59.76,83,0,14.97,clear sky
605,Juneau,US,58.3019,-134.4197,54.1,100,100,6.85,moderate rain
606,Tual,ID,-5.6667,132.75,83.08,67,77,0.69,broken clouds
607,Xinmin,CN,41.9908,122.8253,69.67,63,100,2.04,overcast clouds
608,Ruidoso,US,33.3317,-105.673,59.27,47,89,0.0,overcast clouds
609,Le Vauclin,MQ,14.5452,-60.8388,83.84,94,20,4.61,few clouds
610,Kadirli,TR,37.3739,36.0961,83.57,41,0,1.52,clear sky
611,Beneditinos,BR,-5.45,-42.3667,75.87,69,97,4.97,overcast clouds
612,Port Blair,IN,11.6667,92.75,78.84,83,75,8.05,drizzle
613,Gonaives,HT,19.45,-72.6833,76.5,83,58,4.68,broken clouds
614,El Cristo,PA,8.25,-80.6167,75.15,97,100,6.76,overcast clouds
615,Portobelo,PA,9.55,-79.65,76.05,87,100,6.26,overcast clouds
616,Northam,GB,51.0333,-4.2167,58.6,85,86,21.3,overcast clouds
617,Charlestown,AU,-32.95,151.6667,63.01,73,75,3.0,moderate rain
618,Chum Phae,TH,16.5443,102.0992,79.36,85,100,2.57,overcast clouds
619,Nanyamba,TZ,-10.6833,39.8333,81.07,51,25,2.51,scattered clouds
620,Migori,KE,-1.0634,34.4731,73.24,55,74,3.98,broken clouds
621,Padang,ID,-0.9492,100.3543,86.05,80,98,4.54,overcast clouds
622,Osijek,HR,45.5511,18.6939,60.42,94,0,5.75,clear sky
623,Kuvandyk,RU,51.4781,57.3552,44.29,53,98,13.44,overcast clouds
624,Flinders,AU,-34.5833,150.8552,61.38,73,75,9.82,broken clouds
625,Keflavik,IS,64.0049,-22.5624,46.83,87,75,26.46,broken clouds
626,Smiths Falls,CA,44.9001,-76.0161,48.83,74,100,2.51,overcast clouds
627,Carutapera,BR,-1.195,-46.02,77.47,81,32,7.85,scattered clouds
628,Port Saint Lucie,US,27.2939,-80.3503,76.96,68,84,2.44,broken clouds
629,Zhezkazgan,KZ,47.8043,67.7144,39.18,35,0,13.42,clear sky
630,Ukholovo,RU,53.7929,40.4892,57.47,95,100,7.96,overcast clouds
631,Samarai,PG,-10.6167,150.6667,83.37,71,5,13.04,clear sky
632,San Carlos De Bariloche,AR,-41.1456,-71.3082,34.25,75,3,4.05,clear sky
633,Davenport,US,41.5236,-90.5776,53.04,81,0,4.61,clear sky
634,Kamalapuram,IN,14.5833,78.65,80.47,69,100,16.11,light intensity drizzle
635,Veraval,IN,20.9,70.3667,84.06,66,6,8.41,clear sky
636,Malanje,AO,-9.5402,16.341,67.21,85,63,3.06,broken clouds
637,Petrivka,UA,46.9695,30.9591,70.75,49,56,5.23,broken clouds
638,Beloyarskiy,RU,63.7119,66.6722,36.36,50,74,9.71,broken clouds
639,Kansanshi,ZM,-12.0951,26.4273,71.4,30,4,9.24,clear sky
640,Tera,NE,14.0078,0.7531,79.92,71,90,9.75,overcast clouds
641,Verkh-Usugli,RU,52.7,115.1667,43.07,72,100,11.68,overcast clouds
642,Tandil,AR,-37.3217,-59.1332,47.68,92,15,5.19,few clouds
643,Guangyuan,CN,32.442,105.823,66.96,96,100,2.33,overcast clouds
644,Laguna,US,38.421,-121.4238,73.94,58,0,3.44,clear sky
645,Coquimbo,CL,-29.9533,-71.3436,53.33,100,100,1.14,overcast clouds
646,Vangaindrano,MG,-23.35,47.6,73.36,65,34,6.82,scattered clouds
647,Ahipara,NZ,-35.1667,173.1667,62.49,91,42,8.23,moderate rain
648,Blagoyevo,RU,63.3667,47.9167,43.81,97,100,8.43,overcast clouds
649,Ban Nahin,LA,18.2418,104.2122,79.95,94,100,1.54,overcast clouds
650,Makakilo City,US,21.3469,-158.0858,79.12,70,0,9.22,clear sky
651,Tautira,PF,-17.7333,-149.15,77.02,72,2,8.99,clear sky
652,Nishihara,JP,26.1842,127.7558,87.08,72,75,10.36,broken clouds
653,Tura,IN,25.5198,90.2201,89.04,57,56,2.68,broken clouds
654,Acarau,BR,-2.8856,-40.12,77.4,82,76,15.55,broken clouds
655,Nagorsk,RU,59.3172,50.8078,43.29,91,99,9.62,overcast clouds
656,Emerald,AU,-23.5333,148.1667,81.34,30,61,5.01,broken clouds
657,Puerto Lleras,CO,3.0223,-73.4044,70.34,99,100,4.99,overcast clouds
658,Caluquembe,AO,-13.7833,14.6833,65.57,66,21,1.9,few clouds
659,Kattivakkam,IN,13.2167,80.3167,89.69,69,100,10.96,overcast clouds
660,Cambridge,CA,43.3601,-80.3127,49.28,75,100,6.71,overcast clouds
661,Bintulu,MY,3.1667,113.0333,85.05,74,66,9.24,broken clouds
662,Melilla,ES,35.2937,-2.9383,57.58,88,20,3.44,few clouds
663,Moranbah,AU,-22.0016,148.0466,80.83,26,90,4.14,overcast clouds
664,Galesong,ID,-5.3166,119.3661,91.42,67,82,8.08,light rain
665,Batagay-Alyta,RU,67.8006,130.4114,23.67,78,100,1.05,overcast clouds
666,Pauini,BR,-7.7136,-66.9764,72.16,78,76,2.51,broken clouds
667,Pisz,PL,53.6274,21.8125,47.52,78,96,3.74,overcast clouds
668,Santa Rosa,PH,14.3122,121.1114,91.09,65,29,13.82,scattered clouds
669,Preutesti,RO,47.45,26.4167,64.62,64,100,4.29,overcast clouds
670,Ust-Omchug,RU,61.15,149.6333,26.51,78,90,4.36,overcast clouds
671,Klaksvik,FO,62.2266,-6.589,50.92,87,95,23.13,overcast clouds
672,Mitsamiouli,KM,-11.3847,43.2844,75.9,67,13,2.46,few clouds
673,Isla Vista,US,34.4133,-119.861,65.82,86,75,5.75,mist
674,Shancheng,CN,34.7953,116.0817,89.29,48,54,11.54,broken clouds
675,Topolobampo,MX,25.6,-109.05,82.4,63,0,4.79,clear sky
676,Broken Hill,AU,-31.95,141.4333,68.95,32,76,7.92,broken clouds
677,Shelburne,CA,44.0787,-80.2041,48.76,90,95,5.03,overcast clouds
678,Kigoma,TZ,-4.8769,29.6267,80.44,55,41,2.53,scattered clouds
679,Novyy Urengoy,RU,66.0833,76.6333,33.98,64,77,12.95,broken clouds
680,Hailar,CN,49.2,119.7,60.48,35,83,8.57,broken clouds
681,Hokitika,NZ,-42.7167,170.9667,53.4,69,81,5.1,broken clouds
682,Vestmanna,FO,62.1564,-7.1664,49.12,93,75,14.97,light rain
683,Oranjemund,NA,-28.55,16.4333,56.34,77,73,8.48,broken clouds
684,Nawa,IN,27.0167,75.0,91.26,34,0,13.8,clear sky
685,Henties Bay,NA,-22.116,14.2845,55.78,89,1,4.03,clear sky
686,Stornoway,GB,58.2093,-6.3865,48.16,92,40,11.5,scattered clouds
687,Salalah,OM,17.0151,54.0924,84.29,70,75,9.22,broken clouds
688,Dovolnoye,RU,54.4958,79.6671,38.26,56,67,6.26,broken clouds
689,Sucua,EC,-2.4667,-78.1667,66.92,100,100,1.59,moderate rain
690,Dharchula,IN,29.85,80.5333,80.6,53,14,6.35,few clouds
691,Belyy Yar,RU,53.6039,91.3903,38.86,45,20,2.24,few clouds
692,Magadan,RU,59.5667,150.8,42.53,51,86,1.88,overcast clouds
693,Durres,AL,41.3231,19.4414,66.38,72,80,4.81,broken clouds
694,Tres Arroyos,AR,-38.3739,-60.2798,51.84,54,69,11.65,broken clouds
695,Kangaatsiaq,GL,68.3065,-53.4641,33.26,90,100,13.33,light snow
